polygon_id,zip_code,proportion
64,44505,0.012780826
64,44510,0.179643811
65,44502,0.033025878
65,44504,0.018559902
65,44505,0.000601968
66,44420,0.027592627
66,44502,0.085667164
66,44503,0.003922028
66,44504,0.017238591
66,44505,0.000244747
66,44510,0.256787825
67,44405,0.002473647
67,44425,0.00014554
67,44502,7.76893E-05
67,44503,0.008039842
67,44505,0.205345183
67,44506,0.688523723
68,44505,0.01816447
69,44425,0.016121157
69,44505,0.107636748
70,44405,0.005655439
70,44436,0.002066741
70,44505,0.177571607
70,44506,0.0065057
71,44405,0.179413606
71,44505,0.000818532
72,44405,0.66141118
72,44436,0.063995946
72,44471,0.083362856
72,44505,0.009853854
72,44506,0.005435455
73,44437,2.31884E-06
73,44509,0.253408405
73,44510,0.00060962
73,44515,0.00092009
74,44509,0.34451011
74,44511,0.001658362
74,44515,0.000251241
75,44437,0.055290907
75,44509,0.031917234
75,44515,0.059814265
76,44509,0.016255646
77,44507,0.16220926
77,44511,0.063406882
78,44511,0.01786429
79,44502,0.002485766
79,44507,0.358703541
79,44512,0.030899274
80,44502,5.08284E-05
80,44507,0.139974689
80,44512,0.03240459
81,44507,0.003235508
81,44512,0.008961719
82,44507,0.151183564
82,44511,0.041682934
82,44512,0.000652392
83,44507,0.000361374
83,44512,0.030847674
84,44512,0.027275286
85,44471,0.039514641
86,44471,0.234447359
87,44471,0.068944351
88,44471,0.03781599
89,44471,0.002104322
89,44502,0.000957461
89,44512,4.49835E-05
89,44514,0.02152118
90,44502,0.134387481
90,44507,0.002295543
90,44512,0.00095902
91,44471,0.000539507
91,44514,0.021039918
92,44512,0.03870889
93,44511,0.057947341
93,44512,0.00023512
97,44502,0.090503426
97,44512,0.000427979
98,44471,0.002505361
98,44502,0.116651057
98,44512,2.29521E-05
98,44514,0.00023949
99,44512,0.000897352
99,44514,0.044285054
100,44511,0.022964798
101,44511,0.033273815
102,44406,5.78944E-05
102,44509,0.005759074
102,44511,0.063393327
102,44515,0.05798423
106,44471,0.000528297
106,44502,0.28934539
106,44507,0.162512377
106,44511,0.020954919
107,45013,0.001447729
108,45013,0.002078078
109,45013,0.003626494
110,45013,0.001392654
111,45013,0.000341533
112,45014,7.88466E-08
112,45015,0.07504403
113,45013,0.002500955
114,45011,0.001615926
115,45011,0.000577384
115,45014,3.69731E-05
115,45015,0.078370892
116,45015,0.008580941
117,45013,0.00237204
118,45013,0.002442378
119,45011,0.000227671
120,45011,0.001490924
121,45011,0.001257851
122,45011,0.008983687
123,45011,0.002629124
124,45011,0.003567933
125,45011,0.001806224
125,45015,0.00015442
126,45011,0.002811537
127,45011,0.003916755
127,45015,0.011536836
128,45011,0.002080305
129,45011,0.001776503
130,44485,0.015051892
131,44485,0.063547411
132,44481,4.68047E-05
132,44485,0.045897066
133,44483,0.003015102
134,44483,0.027087588
135,44483,0.002126108
136,44483,0.013891809
137,44481,5.71687E-05
137,44483,0.009518225
138,44481,0.001014613
138,44483,0.012104508
138,44484,0.000633863
139,44483,0.014250203
140,44483,0.037977039
142,44483,0.002163471
143,44483,0.025890889
143,44484,0.000257504
144,44483,0.014078862
144,44484,0.000652517
145,44483,0.007875827
145,44484,0.030024977
148,44481,3.51118E-05
148,44483,0.004445829
148,44485,0.004888009
150,44483,0.002305503
151,44483,3.28711E-06
151,44484,0.010680297
152,44484,0.036934852
153,44481,0.000207808
153,44483,0.01198801
153,44485,0.10820686
154,28804,0.04052342
155,28801,0.03156062
155,28804,0.019150865
156,28803,0.034307019
157,28801,0.00966181
157,28804,0.008813326
158,28801,0.012938338
158,28803,0.00056362
159,28801,0.04128194
159,28804,0.002416624
160,28801,0.0477647
161,28801,6.8572E-07
161,28803,0.012048744
161,28805,0.008206681
162,28806,0.001531003
163,28806,0.001237658
164,28806,0.00163584
165,28806,0.00365917
166,28806,0.007548194
167,28804,0.020551809
168,28801,0.248145266
168,28804,0.010759754
169,28806,0.083528289
170,28801,0.037855996
170,28803,0.06495059
170,28805,0.001341598
171,28801,0.261417992
171,28804,8.43662E-05
171,28805,1.47393E-05
172,28803,0.000987156
173,28806,0.003768853
174,28806,0.006199304
175,35215,0.003109068
175,35217,0.02425758
179,35217,0.042877619
180,35206,0.010545246
180,35215,0.028273321
180,35217,0.009928828
181,35206,0.091040667
181,35212,0.019230369
181,35217,0.033808071
182,35206,0.156440057
182,35212,0.302562853
182,35222,0.002060577
183,35205,0.001338389
183,35207,6.5373E-08
183,35212,0.150230354
183,35217,0.091761251
183,35222,0.34417341
183,35233,0.180019911
183,35234,0.108139522
184,35217,0.037781467
185,35206,0.258703563
185,35212,0.011261245
186,35206,0.006738335
187,35206,0.06194549
188,35212,0.065019814
188,35222,0.00664493
189,35212,0.010426835
190,35205,6.16836E-05
190,35222,0.094241874
190,35233,0.003097776
191,35213,0.033495649
191,35222,0.142134839
192,35205,0.117753341
192,35209,0.00141408
192,35213,0.002467453
192,35222,0.012664825
192,35223,0.002829735
192,35233,0.000353498
193,35205,0.0134361
193,35209,0.00552065
193,35213,0.130620538
193,35222,0.002051798
193,35223,0.01110178
194,35213,0.008781782
195,35209,0.006284726
195,35213,0.00017206
195,35223,0.015617321
196,35205,0.108451814
196,35233,0.008401601
197,35205,0.052970835
197,35233,0.132605505
198,35209,0.051626485
198,35223,0.011602567
199,35209,0.016718632
200,35205,0.247966186
200,35209,0.001017378
200,35233,0.001297414
202,35205,0.04586553
202,35209,8.78417E-05
203,35209,0.183965229
203,35223,0.002195273
204,35210,5.07339E-05
204,35213,0.164618442
205,35213,0.008306753
206,35213,0.06746574
206,35223,0.006167467
207,35210,0.00710027
208,35206,0.002240923
208,35210,0.025344525
209,35210,0.012562253
210,35207,0.082375016
211,35068,0.005559434
211,35207,0.233200083
212,35207,0.029979667
213,35203,0.021492982
213,35204,0.290527752
213,35207,0.058685065
213,35214,7.03089E-05
213,35234,0.424383436
214,35234,0.132690416
217,35203,0.292060913
217,35204,0.238090468
217,35205,0.110979815
217,35211,0.000518125
217,35233,0.114586954
217,35234,8.14409E-05
218,35204,0.047228389
218,35254,0.122108735
219,35204,0.03556631
219,35254,0.0022354
220,35204,0.041563036
220,35208,0.157064324
220,35218,0.021877627
220,35254,0.081514151
221,35204,0.008284458
221,35208,0.101329778
221,35254,0.059324787
222,35064,0.207545756
222,35127,0.000142053
222,35204,0.064094626
222,35208,0.252610587
222,35211,0.000659236
222,35214,0.044599417
222,35218,0.412830271
222,35221,0.000512171
222,35224,0.063431492
222,35228,0.077530807
223,35208,0.017468339
223,35218,0.026930301
224,35064,0.043353397
224,35208,0.000695228
224,35218,0.152353708
225,35208,0.230176378
225,35218,0.143377882
225,35228,0.003908084
226,35208,0.045465831
227,35064,0.029602753
227,35208,0.044237448
227,35218,0.007158036
229,35204,0.000626233
229,35211,0.004709125
230,35211,0.047480941
231,35204,0.003780369
231,35205,0.132104651
231,35208,0.027834408
231,35209,0.000409836
231,35211,0.216551216
231,35221,0.407740083
231,35228,0.005702363
231,35233,0.018846664
232,35211,0.015544616
233,35211,0.011313581
234,35064,0.015568528
234,35228,0.044571147
235,35064,0.102655214
235,35228,0.000567359
237,35214,5.07378E-05
237,35224,0.127701216
239,35214,0.038190553
241,35207,0.052245346
242,35209,0.068118568
242,35229,0.018955363
243,35209,0.019889334
243,35216,0.000408101
244,35213,0.057145521
244,35223,0.178244534
245,28208,0.008242406
246,28208,0.003084772
247,28208,0.015054957
247,28216,0.001308645
248,28208,0.004125804
249,28208,0.004990234
250,28202,0.015096371
250,28216,0.001848205
251,28202,0.092265133
251,28216,1.06493E-05
252,28202,0.08905723
252,28203,0.050834415
252,28208,0.005623884
253,28202,0.03195785
253,28206,0.06021853
253,28208,7.63844E-05
253,28216,0.022486409
254,28206,0.003711456
255,28202,0.081687765
255,28206,0.002023187
256,28202,0.001723439
256,28206,0.038534869
257,28206,0.048582671
258,28202,0.11401345
258,28204,0.102334765
258,28205,0.002925153
258,28206,0.01481052
259,28205,0.057175384
259,28206,0.029877477
260,28206,0.00705158
261,28205,0.037335227
262,28205,0.031492824
263,28205,0.008367424
264,28205,0.013048543
265,28205,0.012496484
266,28204,0.043494639
266,28205,0.005041619
267,28202,0.000161638
267,28204,0.183124571
268,28204,0.022427988
268,28205,0.042059534
268,28206,1.98176E-05
269,28204,0.056909373
269,28207,0.002969913
270,28204,0.29878809
270,28207,0.121456832
271,28202,0.125770007
271,28204,0.077253081
272,28202,0.017227357
272,28203,0.000920602
273,28203,0.077365313
273,28204,0.062793797
274,28202,0.00054539
274,28203,0.088740162
274,28204,0.012424199
275,28203,0.06526733
276,28202,0.039664905
276,28203,0.247379782
276,28208,6.90292E-05
277,28203,0.111863113
277,28208,0.000471414
277,28209,8.33714E-05
278,28203,0.005130619
278,28204,0.028058327
278,28207,0.686293441
278,28209,0.007905342
302,,
302,44119,0.085642003
303,,
303,44119,0.042013453
304,,
304,44119,0.03315142
305,,
305,44119,0.188725841
305,44123,0.337487742
305,44132,0.003392962
306,44119,0.004519976
306,44123,0.056987885
307,,
307,44119,0.05472419
307,44123,0.095089768
308,44119,0.028140752
308,44123,0.000260578
309,44123,0.011266535
310,,
310,44123,0.059279435
311,,
311,44123,0.034606597
312,,
312,44123,0.072347498
312,44132,0.031590744
313,44092,0.002820549
313,44095,0.0002255
313,44132,0.163268573
314,44123,0.150768935
314,44132,0.16913912
315,44119,0.084044602
315,44123,0.003008026
315,44132,0.00303295
316,44119,0.111851098
317,,
317,44110,0.154160649
317,44119,0.185801505
318,,
318,44110,0.023176758
319,44108,0.001602017
319,44110,0.09267665
319,44119,0.042643504
320,,
320,44103,0.003851585
320,44108,0.141357834
320,44110,0.011786351
321,44108,0.189859712
321,44112,0.000688096
322,44106,0.080317227
322,44108,0.367835781
322,44112,0.003776839
323,44106,9.52242E-09
323,44108,0.039390106
323,44112,0.000898403
324,44106,0.000932356
324,44108,0.005214064
324,44112,0.258392819
324,44118,0.015188376
324,44121,0.000130133
325,44110,6.54546E-06
325,44112,0.121024183
326,44110,0.025909492
326,44112,0.005237703
327,44110,0.314353211
327,44112,5.40753E-05
327,44117,0.001617187
328,44110,0.003518137
328,44112,0.000134676
328,44117,0.108339037
328,44121,0.000192175
329,44117,0.027834162
329,44121,9.95231E-05
330,44117,0.03099008
331,44117,0.101891131
331,44143,0.000149648
332,44117,0.036141516
332,44143,5.2508E-05
333,44117,0.075861235
333,44143,0.000147452
334,44112,0.11205417
334,44121,0.002161336
335,44112,0.050329946
336,44112,0.03143467
336,44118,0.037715447
337,44112,0.041231616
337,44118,0.001331577
338,44112,0.078486264
338,44118,0.000194894
338,44121,0.253124747
339,44121,0.057781545
340,44118,0.059186116
340,44121,0.02710989
341,44106,0.08063523
341,44112,0.000473108
342,44106,0.09220697
342,44108,0.025133195
343,44106,0.087149274
343,44118,0.039216633
344,44106,0.05226209
344,44118,0.111896862
345,44104,4.77192E-05
345,44106,0.122483377
345,44118,0.059508108
345,44120,1.15595E-08
346,44118,0.261481343
347,44118,0.05183293
348,44118,0.123167473
348,44121,0.000361184
349,44118,0.012325294
349,44121,0.199576158
349,44122,0.002845628
349,44124,6.20246E-05
350,44122,0.000933754
350,44124,0.013701245
351,44121,0.166538423
351,44124,0.000527932
352,44121,0.000318513
352,44124,0.149984709
352,44143,0.001840882
353,44124,0.080270247
353,44143,0.001383506
354,44118,0.009066689
354,44122,0.113207586
355,44104,0.040890745
355,44106,0.035045809
355,44120,0.055328397
356,44103,0.0863947
356,44104,0.188661323
356,44106,0.120731508
357,44120,0.047534074
358,44120,0.127532941
359,44118,0.026824163
359,44120,0.151879839
359,44122,0.035542715
360,44120,0.074618601
360,44122,0.017245719
361,44120,0.045914922
361,44122,0.042913796
362,44120,0.00050501
362,44122,4.76533E-05
362,44128,0.028909685
363,44120,0.056519321
364,44120,0.000572919
364,44122,0.014139689
364,44128,0.033939268
365,44120,0.083378249
365,44128,0.000286102
366,44104,0.009441555
366,44105,0.013728804
366,44120,0.139279831
366,44128,0.009815693
367,44104,0.103678066
367,44120,0.090406097
368,44104,0.027675318
369,44104,0.024445079
369,44105,0.126233478
369,44120,0.050102852
369,44128,0.056207914
370,44104,0.063772437
370,44105,0.054999081
371,44128,0.081038809
372,44128,0.008087055
373,44103,0.484772463
373,44106,0.150139579
373,44114,0.011513824
374,44103,0.111956654
374,44106,0.037920848
374,44108,0.011875964
375,44105,0.057231403
375,44125,1.72574E-05
375,44128,0.010045516
376,44105,0.042216661
376,44125,0.00199272
376,44128,1.01565E-05
377,44105,0.013485331
377,44125,0.016257582
377,44128,0.02579281
377,44137,0.002008353
378,44125,0.004087991
378,44128,0.004934463
379,44128,0.01154897
380,44128,0.084740998
381,44128,0.004840781
381,44137,0.260178571
381,44146,2.31685E-06
382,44137,0.147311087
383,44137,0.018551085
384,44137,0.003688181
384,44146,0.070835888
385,44146,0.003526834
386,44146,0.020150934
387,44146,0.019816599
388,44146,0.006171626
389,44105,0.065168169
389,44125,0.000294168
390,44105,0.022683915
390,44125,0.001570298
391,44105,0.00346717
391,44125,0.03756066
392,44125,0.037795989
393,44125,0.164017954
393,44137,0.002147954
394,44125,0.000660063
394,44137,0.026036873
395,44125,0.002037111
395,44137,0.233167485
395,44146,0.001107888
396,44146,0.024498748
397,44105,0.153499519
397,44127,0.03178087
398,44105,0.031533185
399,44105,0.038974714
400,44109,0.036374435
401,44102,7.47293E-06
401,44109,0.077567195
402,44102,0.073961835
402,44109,0.018535515
402,44144,0.000998037
403,44102,0.056342557
403,44109,0.035253633
403,44113,0.060046268
404,44109,0.084178016
404,44113,0.175550807
405,44102,0.051627772
405,44113,0.177346403
406,44103,0.015586811
406,44114,0.231908887
406,44115,0.085089898
407,44101,0.866316171
407,44103,0.050657882
407,44104,0.168613639
407,44115,0.356652612
408,44104,0.102962919
408,44127,0.006424715
409,44102,0.074003469
409,44113,0.054549266
410,44102,0.232134806
410,44111,0.025934091
411,44102,0.030372139
411,44111,0.063558826
412,44111,0.048053789
413,44111,0.040907713
414,44111,0.069487166
414,44135,0.001354147
415,44111,0.098353806
416,44111,0.066622739
416,44135,0.068336997
416,44144,0.000314639
417,44102,0.049206104
417,44111,0.027079322
417,44113,0.006769176
417,44135,0.024781712
417,44144,0.00096593
418,44135,0.039947568
418,44144,0.000369073
419,44135,0.072928387
420,44102,0.063278957
420,44107,0.000414138
421,,
421,44102,0.034965442
422,,
422,44102,0.000290468
422,44107,0.013760034
423,44102,0.000789907
423,44107,0.078698738
424,44107,0.015058985
424,44111,0.000507465
425,44107,0.034227614
426,,
426,44107,0.040468308
427,44107,0.022144265
428,44107,0.114676805
429,,
429,44107,0.017760861
430,,
430,44107,0.057895556
430,44116,0.000153783
431,44107,0.2128908
431,44116,0.000183579
432,44107,0.038414673
433,44107,0.055384186
434,44107,0.052455844
435,44107,0.041801707
436,44107,0.000748262
436,44111,0.059460248
437,44107,0.008199374
437,44111,0.049832777
438,44107,0.074484881
438,44111,0.000392339
439,44107,0.002992042
439,44111,0.046192956
440,44111,0.072960868
440,44135,0.008786721
441,44111,0.077254452
441,44135,8.41583E-05
442,44111,0.003311077
442,44135,0.055077585
443,44111,0.010307227
443,44135,0.114649335
444,44135,0.024510999
444,44142,0.000824938
445,44107,0.000169283
445,44116,0.030418046
446,44116,0.059940726
447,44116,0.096959674
448,,
448,44116,0.081540329
449,44116,0.07087067
450,44116,0.091956724
451,44107,0.001448015
451,44116,0.030438438
452,44107,3.30445E-05
452,44116,0.10179583
452,44126,0.001829587
453,44116,0.002035962
453,44126,0.037109528
454,44070,3.13418E-06
454,44126,0.111779462
455,44126,0.077852533
456,44070,0.000790135
456,44116,0.005199174
456,44126,0.168944471
456,44145,5.09211E-05
457,,
457,44140,0.093500963
458,,
458,44140,0.54820613
458,44145,0.004056239
459,44017,8.6142E-05
459,44138,0.049540595
460,44017,0.044612879
460,44142,0.000211165
461,44017,0.022080257
461,44130,2.91025E-05
462,44017,0.035748693
463,44017,0.042882728
464,44017,0.061256854
465,44017,0.026900207
466,44017,0.101036259
466,44138,0.000862933
467,44130,0.027919522
468,44130,0.043654155
469,44130,0.004449943
470,44130,0.016710284
471,44130,0.018047491
472,44129,0.02358861
472,44130,0.006823924
473,44129,0.190843538
473,44130,0.00227901
473,44134,0.011930875
474,44129,0.055631486
474,44130,0.001044719
475,44129,0.136969345
475,44134,0.069776383
476,44129,0.036892584
477,44129,0.010088425
477,44134,0.122321146
478,44131,8.64173E-05
478,44134,0.178002915
479,44109,0.000472977
479,44131,6.35397E-05
479,44134,0.019789483
480,44144,0.038669352
481,44109,0.001137391
481,44144,0.068316414
482,44109,0.159857013
482,44144,0.035913829
483,44109,0.071044066
484,44109,0.020148639
485,44109,0.087526351
485,44134,0.001086884
485,44144,0.06414133
486,44144,0.033026158
487,44137,0.00139585
487,44146,0.01625236
488,44139,0.047167139
489,44022,0.025691272
489,44023,4.90991E-05
490,43204,0.060761481
491,43204,0.011326912
492,43204,0.027058412
493,43204,0.025959179
493,43223,0.009441689
494,43204,0.039441584
495,43204,0.007405232
495,43223,0.005769921
496,43204,0.012772067
496,43223,0.021223272
497,43223,0.02803264
498,43204,0.046651644
499,43204,0.038593439
499,43228,0.003523911
500,43204,0.022307846
500,43223,6.90171E-05
501,43222,0.136240303
501,43223,0.018976988
502,43215,0.055750146
502,43222,0.405194951
502,43223,0.037491799
504,43205,0.052922065
504,43206,0.026495842
504,43215,0.06281425
505,43205,2.44645E-05
505,43206,0.186876668
505,43215,0.004668744
506,43206,0.150250548
506,43207,0.018223056
506,43215,0.000114809
507,43207,0.011710153
508,43206,0.072139006
508,43207,0.006618248
509,43205,0.065362213
509,43206,0.297295316
509,43207,9.6549E-05
510,43205,0.085895012
510,43206,0.047904994
510,43209,4.82476E-05
511,43205,0.075320338
512,43205,0.191846163
512,43206,0.007515956
513,43203,0.041476235
513,43205,0.264887742
513,43206,0.00137212
513,43215,0.038392267
514,43203,0.066409475
514,43205,0.113032211
515,43203,0.10716877
515,43205,0.010337222
516,43203,0.067187807
516,43205,0.000569015
516,43219,0.009130631
517,43203,0.639571162
517,43215,0.054092532
518,43219,0.004267925
519,43207,0.009343907
520,43205,0.064444791
520,43206,3.01992E-05
520,43209,0.000119522
521,43209,0.029241124
522,43209,0.062593097
522,43213,0.014646749
522,43227,0.059464825
523,43209,0.055042038
523,43213,0.048145399
524,43209,0.019744527
524,43213,0.007005057
524,43219,4.51197E-05
525,43205,0.001769754
525,43209,0.239243147
526,43209,0.025533803
526,43219,7.49811E-06
527,43209,0.015210936
527,43219,0.000896736
528,43219,0.031794231
529,43219,0.008910507
530,43219,0.010153106
531,43219,0.016578964
532,43219,0.002861737
533,43201,0.202341558
533,43203,0.000228058
533,43211,0.000253856
533,43215,5.1081E-05
533,43219,0.013029232
534,43201,0.060013436
534,43212,0.000260386
534,43215,0.071587066
535,43201,0.167081777
535,43210,0.002494518
535,43215,0.016574348
536,43201,0.049940667
536,43215,0.00311853
537,43201,0.146049471
537,43215,0.006191504
538,43201,0.016289538
538,43210,0.036757851
539,43201,0.147013829
539,43202,0.005608253
539,43210,0.00854192
540,43201,0.058074297
540,43202,0.001631438
540,43210,0.062922118
541,43201,0.047630424
541,43202,0.209612755
541,43210,0.002761469
541,43211,5.1128E-05
542,43202,0.03698489
543,43202,0.038610736
543,43211,0.045613732
543,43214,0.001132684
543,43224,0.01688225
544,43211,0.096460118
544,43224,0.016235367
545,43211,0.045184129
546,43211,0.173525488
546,43219,0.007405296
547,43211,0.097806647
548,43211,0.226463914
548,43219,1.17527E-08
548,43224,0.036044755
549,43211,0.007367502
549,43224,0.040010907
550,43211,0.024713874
551,43219,0.005743164
552,43219,0.006763963
553,43219,0.00772492
554,43212,0.065024845
555,43212,0.073249665
556,43212,0.060133081
557,43212,0.102069581
558,43212,0.050975793
559,43212,0.049559292
560,43212,0.120680484
560,43215,0.002277056
561,43212,0.034334797
562,43212,0.050894901
562,43215,0.000129782
562,43221,0.132287387
563,43221,0.019864748
564,43202,0.227700584
564,43214,7.79458E-05
565,43202,0.050055015
566,43202,0.07057294
566,43214,0.012066848
567,43202,0.008866264
567,43214,0.101939622
568,43214,0.077074062
569,43214,0.055712255
570,43214,0.024193895
571,43214,0.044320122
572,43214,0.05887792
573,43214,0.015492181
574,43214,0.013897101
575,43214,0.019379592
576,43214,0.025492728
576,43235,0.000335679
577,43085,0.008908406
577,43214,0.028241535
578,43085,0.040854357
579,43085,0.072716297
580,43085,0.0702919
582,43209,0.122496663
583,45662,0.003792043
584,45662,0.006470342
585,45662,0.0016917
586,45662,0.003478216
587,45662,0.000370837
588,45662,0.000754649
589,45662,0.005472163
590,45662,0.005111073
591,45662,0.003541217
592,45662,0.000968103
593,45662,0.000689348
594,45662,0.003116235
595,45662,0.000368182
596,45662,0.00551144
597,45662,0.001682293
598,45662,0.002146063
599,45662,0.004119287
600,45662,0.00392616
601,45662,0.008579115
602,45662,0.000781833
603,45662,0.001303336
604,93704,0.027140573
605,93728,0.012820548
606,93702,0.01161171
607,93703,0.00429356
607,93704,0.085409612
607,93726,0.000934469
607,93728,0.050646402
608,93704,0.023256851
609,93703,0.012625479
609,93704,0.03128328
610,93701,0.006487541
610,93704,0.003901898
610,93705,0.023383951
610,93728,0.231368459
612,93701,0.972776681
612,93702,0.109437787
612,93703,0.031375602
612,93706,9.62369E-06
612,93721,0.165016366
612,93728,0.063743429
613,93701,0.003181242
613,93702,0.046192519
613,93703,0.022477705
614,93702,0.140782293
614,93703,0.033301133
614,93727,0.000208444
615,93702,0.072692685
615,93727,0.000885109
616,93702,0.162092249
616,93721,0.002936215
617,93702,0.025428094
617,93727,0.003841247
619,93702,0.046978165
619,93721,0.002181178
620,93721,0.025162015
622,93702,0.037075633
623,93721,0.065517837
624,93706,0.000558778
624,93728,0.001623363
625,93706,0.000371435
625,93728,3.92684E-07
626,93706,0.004910463
627,93706,0.005966983
627,93721,0.00833024
628,93706,0.003226764
629,93704,0.015993419
630,,
630,92118,0.023168382
631,,
631,92118,0.100009216
631,92135,3.43364E-06
632,,
632,92118,0.046934938
633,92102,0.080689408
633,92113,0.422793648
634,92101,0.020270938
634,92102,0.138850978
634,92113,0.076441936
635,92102,0.000167159
635,92113,0.101990574
636,92102,0.037453196
636,92113,0.001341269
636,92114,0.000233486
637,92102,0.314670873
637,92104,0.022192024
637,92105,0.135119235
637,92113,0.000205756
637,92114,0.000193886
638,92102,0.127316257
638,92104,0.050329814
638,92105,0.013371226
639,92102,0.080104643
639,92104,0.037930092
640,92102,0.019420655
640,92104,0.012375528
641,92104,0.073261955
642,92102,0.000376753
642,92104,0.133258301
643,92102,0.001035451
643,92104,0.010304973
644,92104,0.148411071
645,92103,0.009159621
645,92104,0.236459837
645,92116,0.189446012
646,92104,0.053060914
646,92105,0.123127749
647,92102,0.009922378
647,92104,0.055893273
647,92105,0.214937785
648,92105,0.002948225
649,92105,0.059559977
650,92105,0.011531307
650,92115,0.021186493
651,92104,0.046243654
651,92105,0.067803875
651,92115,0.017824569
651,92116,0.137761371
652,92105,0.001878277
652,92115,0.012191168
652,92116,0.094036439
653,92115,0.058245272
653,92116,0.040959207
654,92108,0.002948338
654,92116,0.110676221
655,92115,0.061184676
656,92115,0.026975471
657,91942,0.000286884
657,92115,0.069089305
658,92102,0.0299762
659,92101,0.080740263
659,92103,0.066444091
660,92101,0.072568937
660,92103,0.014351152
661,92101,3.78216E-05
661,92103,0.06535294
662,92103,0.362092219
662,92104,0.001044723
662,92108,0.001274277
662,92116,0.07552559
663,92101,0.000458521
663,92103,0.026374357
663,92104,1.09079E-05
664,92101,0.000595458
664,92103,0.01621021
665,92103,0.265738607
665,92110,0.023694658
666,92103,0.048925666
666,92108,0.00012874
666,92110,0.000251363
667,92103,0.015947696
667,92108,0.00562774
667,92109,0.004680262
667,92110,0.091376918
668,92106,0.099629805
668,92107,0.016434227
668,92110,0.002745084
669,92106,0.004806288
669,92107,0.078005551
669,92110,0.000695172
670,92106,0.05852982
670,92107,0.004267196
671,,
671,92106,0.035931055
672,,
672,92106,0.027255401
673,92106,0.038365894
674,92106,0.000159306
674,92107,0.077952726
675,,
675,92107,0.206062298
676,92107,0.052144599
677,,
677,92109,0.121143516
678,92116,0.014895941
679,91945,0.002800758
679,91950,0.010974269
679,91977,1.18422E-05
679,92102,0.00131374
679,92105,0.079181557
679,92114,0.730287957
679,92139,0.407525535
680,91945,0.000989249
680,92114,0.041061313
681,92105,0.016753803
682,92115,0.005487309
683,92108,0.001130208
683,92116,0.074371931
684,92108,0.000158216
684,92116,0.096149109
685,,
685,92109,0.02567236
688,,
688,92037,0.006975568
689,,
689,92037,0.02462082
690,92037,0.013258225
691,,
691,92037,0.026809755
692,92037,0.003883618
693,,
693,92037,0.008323047
694,92037,0.007527617
695,92037,0.006968961
696,,
696,92037,0.010821371
697,,
697,92037,0.019380684
698,92107,0.019561121
699,92107,0.015318514
700,,
700,92037,0.008029125
703,,
703,92109,0.077080945
704,92106,0.066282309
705,,
705,92106,4.70177E-05
705,92107,0.16462337
706,92037,0.018961942
707,92037,0.034696424
708,92037,0.015012174
709,91942,0.011531711
709,92115,0.054310972
710,94121,0.181458908
711,94121,0.01339151
712,94121,0.019653319
713,94118,0.028530779
713,94121,0.119568841
714,94118,0.077012702
714,94121,2.8959E-05
714,94129,0.000383088
715,94118,0.021207257
715,94121,0.02741239
716,94118,0.000105408
716,94121,0.03492819
717,,
717,94118,0.001210246
717,94121,0.060617591
717,94129,0.003529416
718,94117,8.44436E-06
718,94118,0.035421642
719,94117,0.000304973
719,94118,0.146803543
720,94118,0.121272613
721,94118,0.02568497
722,94115,8.92855E-05
722,94118,0.039113719
